customer_id,first_name,last_name,email,city,customer_segment,registration_date,is_active,loyalty_points
83,Customer_2007,Last_2007,Customer_2007@Email.Com,Al-Kharj,Standard,2/13/2019 9:01,TRUE,46809
84,Customer_3908,Last_3908,Customer_3908@Email.Com,Al-Kharj,Standard,2/13/2019 9:01,TRUE,40776
85,Customer_1301,Last_1301,Customer_1301@Email.Com,Abha,Basic,2/14/2019 10:43,TRUE,36554
86,Customer_4297,Last_4297,Customer_4297@Email.Com,Buraidah,Standard,2/14/2019 10:43,TRUE,42070
87,Customer_1763,Last_1763,Customer_1763@Email.Com,Khobar,New,2/14/2019 23:34,FALSE,15560
88,Customer_3749,Last_3749,Customer_3749@Email.Com,Tabuk,Standard,2/14/2019 23:34,FALSE,26082
89,Customer_2851,Last_2851,Customer_2851@Email.Com,Tabuk,Basic,2/14/2019 23:34,TRUE,872
90,Customer_2546,Last_2546,Customer_2546@Email.Com,Al-Kharj,Basic,2/15/2019 12:26,TRUE,23990
91,Customer_2573,Last_2573,Customer_2573@Email.Com,Tabuk,New,2/15/2019 12:26,FALSE,40452
92,Customer_4770,Last_4770,Customer_4770@Email.Com,Khobar,New,2/15/2019 12:26,TRUE,8813
93,Customer_911,Last_911,Customer_911@Email.Com,Al-Kharj,Basic,2/17/2019 15:50,TRUE,44159
94,Customer_2296,Last_2296,Customer_2296@Email.Com,Jubail,New,2/18/2019 17:32,TRUE,1125
95,Customer_1951,Last_1951,Customer_1951@Email.Com,Taif,Premium,2/18/2019 17:32,FALSE,34139
96,Customer_1875,Last_1875,Customer_1875@Email.Com,Mecca,Basic,2/18/2019 17:32,TRUE,2057
97,Customer_3846,Last_3846,Customer_3846@Email.Com,Dhahran,Standard,2/19/2019 6:23,TRUE,14184
98,Customer_2272,Last_2272,Customer_2272@Email.Com,Khamis Mushait,Premium,2/19/2019 6:23,TRUE,16637
99,Customer_112,Last_112,Customer_112@Email.Com,Medina,Basic,2/19/2019 6:23,TRUE,5951
100,Customer_2818,Last_2818,Customer_2818@Email.Com,Dhahran,Vip,2/20/2019 8:06,FALSE,10429
101,Customer_272,Last_272,Customer_272@Email.Com,Khobar,Standard,2/20/2019 20:57,TRUE,424
102,Customer_3871,Last_3871,Customer_3871@Email.Com,Najran,Standard,2/22/2019 11:30,TRUE,41372
103,Customer_1595,Last_1595,Customer_1595@Email.Com,Taif,Premium,2/22/2019 11:30,FALSE,10373
104,Customer_3336,Last_3336,Customer_3336@Email.Com,Tabuk,Basic,2/23/2019 0:21,FALSE,46492
105,Customer_3681,Last_3681,Customer_3681@Email.Com,Riyadh,Standard,2/23/2019 0:21,TRUE,14705
106,Customer_1896,Last_1896,Customer_1896@Email.Com,Taif,New,2/23/2019 13:13,TRUE,6722
107,Customer_3484,Last_3484,Customer_3484@Email.Com,Hail,Basic,2/24/2019 14:55,TRUE,5664
108,Customer_3023,Last_3023,Customer_3023@Email.Com,Mecca,New,2/25/2019 16:37,TRUE,46729
109,Customer_1901,Last_1901,Customer_1901@Email.Com,Arar,Standard,2/25/2019 16:37,TRUE,39897
110,Customer_1453,Last_1453,Customer_1453@Email.Com,Jubail,Basic,2/25/2019 16:37,FALSE,44391
111,Customer_3307,Last_3307,Customer_3307@Email.Com,Dhahran,Standard,2/26/2019 5:28,TRUE,41032
112,Customer_1398,Last_1398,Customer_1398@Email.Com,Yanbu,Standard,2/26/2019 5:28,TRUE,19689
113,Customer_982,Last_982,Customer_982@Email.Com,Najran,Basic,2/26/2019 18:19,FALSE,46360
114,Customer_3079,Last_3079,Customer_3079@Email.Com,Khamis Mushait,Vip,2/26/2019 18:19,TRUE,22459
115,Customer_1423,Last_1423,Customer_1423@Email.Com,Dhahran,Basic,2/26/2019 18:19,TRUE,29543
116,Customer_4930,Last_4930,Customer_4930@Email.Com,Al-Ahsa,Standard,2/26/2019 18:19,TRUE,37056
117,Customer_4533,Last_4533,Customer_4533@Email.Com,Al-Ahsa,Basic,2/28/2019 8:53,TRUE,21896
118,Customer_3078,Last_3078,Customer_3078@Email.Com,Najran,Standard,2/28/2019 21:44,TRUE,19282
119,Customer_213,Last_213,Customer_213@Email.Com,Buraidah,New,2/28/2019 21:44,TRUE,3216
120,Customer_1543,Last_1543,Customer_1543@Email.Com,Khobar,New,2/28/2019 21:44,TRUE,49810
121,Customer_1378,Last_1378,Customer_1378@Email.Com,Yanbu,Standard,3/1/2019 10:35,TRUE,14066
122,Customer_3340,Last_3340,Customer_3340@Email.Com,Abha,New,3/1/2019 10:35,TRUE,6469
123,Customer_2934,Last_2934,Customer_2934@Email.Com,Jubail,Premium,3/1/2019 10:35,TRUE,30373
124,Customer_4561,Last_4561,Customer_4561@Email.Com,Riyadh,Standard,3/1/2019 23:26,TRUE,49217
125,Customer_3137,Last_3137,Customer_3137@Email.Com,Mecca,Basic,3/2/2019 12:17,TRUE,48116
126,Customer_3809,Last_3809,Customer_3809@Email.Com,Yanbu,Basic,3/3/2019 1:08,TRUE,18918
127,Customer_2920,Last_2920,Customer_2920@Email.Com,Medina,Premium,3/4/2019 2:51,TRUE,40845
128,Customer_2902,Last_2902,Customer_2902@Email.Com,Taif,Standard,3/4/2019 2:51,TRUE,34070
129,Customer_3792,Last_3792,Customer_3792@Email.Com,Qatif,Vip,3/6/2019 19:06,TRUE,47013
130,Customer_4462,Last_4462,Customer_4462@Email.Com,Tabuk,Standard,3/7/2019 20:49,TRUE,9857
131,Customer_4786,Last_4786,Customer_4786@Email.Com,Al-Kharj,Basic,3/10/2019 13:04,TRUE,45567
132,Customer_4109,Last_4109,Customer_4109@Email.Com,Abha,Premium,3/11/2019 1:55,TRUE,25114
133,Customer_3423,Last_3423,Customer_3423@Email.Com,Najran,Premium,3/11/2019 14:46,TRUE,34572
134,Customer_3731,Last_3731,Customer_3731@Email.Com,Abha,Standard,3/11/2019 14:46,TRUE,44155
135,Customer_469,Last_469,Customer_469@Email.Com,Qatif,Standard,3/12/2019 3:38,TRUE,35751
136,Customer_2576,Last_2576,Customer_2576@Email.Com,Medina,New,3/12/2019 3:38,TRUE,41129
137,Customer_197,Last_197,Customer_197@Email.Com,Dammam,Basic,3/13/2019 5:20,TRUE,27563
138,Customer_3113,Last_3113,Customer_3113@Email.Com,Abha,Basic,3/14/2019 7:02,FALSE,45462
139,Customer_3897,Last_3897,Customer_3897@Email.Com,Buraidah,Vip,3/14/2019 7:02,TRUE,1612
140,Customer_3811,Last_3811,Customer_3811@Email.Com,Taif,Standard,3/15/2019 21:35,TRUE,32771
141,Customer_158,Last_158,Customer_158@Email.Com,Al-Kharj,Basic,3/18/2019 1:00,TRUE,1015
142,Customer_331,Last_331,Customer_331@Email.Com,Al-Ahsa,Vip,3/18/2019 13:51,FALSE,40794
143,Customer_3953,Last_3953,Customer_3953@Email.Com,Taif,New,3/20/2019 4:25,TRUE,15925
144,Customer_3389,Last_3389,Customer_3389@Email.Com,Buraidah,Vip,3/20/2019 17:16,TRUE,11931
145,Customer_2506,Last_2506,Customer_2506@Email.Com,Hail,Basic,3/20/2019 17:16,TRUE,18642
146,Customer_269,Last_269,Customer_269@Email.Com,Al-Ahsa,New,3/21/2019 6:07,TRUE,21079
147,Customer_2426,Last_2426,Customer_2426@Email.Com,Buraidah,New,3/21/2019 6:07,TRUE,10705
148,Customer_2821,Last_2821,Customer_2821@Email.Com,Dhahran,Basic,3/21/2019 18:58,TRUE,17640
149,Customer_2932,Last_2932,Customer_2932@Email.Com,Dammam,Standard,3/22/2019 7:49,TRUE,33779
150,Customer_1622,Last_1622,Customer_1622@Email.Com,Al-Ahsa,Standard,3/22/2019 20:40,FALSE,17751
151,Customer_4131,Last_4131,Customer_4131@Email.Com,Buraidah,Basic,3/23/2019 9:31,TRUE,20926
152,Customer_2913,Last_2913,Customer_2913@Email.Com,Abha,Standard,3/25/2019 0:05,TRUE,24054
153,Customer_2219,Last_2219,Customer_2219@Email.Com,Riyadh,Vip,3/26/2019 1:47,TRUE,44764
154,Customer_4565,Last_4565,Customer_4565@Email.Com,Tabuk,Basic,3/26/2019 14:38,TRUE,10433
155,Customer_208,Last_208,Customer_208@Email.Com,Tabuk,Basic,3/26/2019 14:38,TRUE,2424
156,Customer_3409,Last_3409,Customer_3409@Email.Com,Arar,Standard,3/27/2019 16:20,TRUE,9995
157,Customer_2939,Last_2939,Customer_2939@Email.Com,Qatif,Standard,3/27/2019 16:20,TRUE,13594
158,Customer_4921,Last_4921,Customer_4921@Email.Com,Buraidah,Standard,3/28/2019 5:11,FALSE,18560
159,Customer_3344,Last_3344,Customer_3344@Email.Com,Taif,Standard,3/29/2019 19:45,TRUE,21637
160,Customer_2544,Last_2544,Customer_2544@Email.Com,Najran,Standard,3/31/2019 10:18,TRUE,30982
161,Customer_2832,Last_2832,Customer_2832@Email.Com,Abha,Premium,3/31/2019 23:09,TRUE,5736
162,Customer_621,Last_621,Customer_621@Email.Com,Medina,Standard,4/2/2019 0:52,TRUE,30396
163,Customer_2531,Last_2531,Customer_2531@Email.Com,Al-Ahsa,Basic,4/2/2019 13:43,FALSE,32229
164,Customer_2210,Last_2210,Customer_2210@Email.Com,Al-Ahsa,Basic,4/2/2019 13:43,TRUE,36123
165,Customer_946,Last_946,Customer_946@Email.Com,Medina,New,4/3/2019 15:25,TRUE,39874
166,Customer_3263,Last_3263,Customer_3263@Email.Com,Taif,Premium,4/4/2019 4:16,TRUE,9868
167,Customer_392,Last_392,Customer_392@Email.Com,Qatif,Standard,4/4/2019 17:07,FALSE,15941
168,Customer_2611,Last_2611,Customer_2611@Email.Com,Jubail,Basic,4/4/2019 17:07,TRUE,14685
169,Customer_3510,Last_3510,Customer_3510@Email.Com,Taif,Standard,4/5/2019 5:58,TRUE,11579
170,Customer_2626,Last_2626,Customer_2626@Email.Com,Jeddah,Standard,4/5/2019 5:58,FALSE,39206
171,Customer_1999,Last_1999,Customer_1999@Email.Com,Dammam,Standard,4/5/2019 18:50,TRUE,3769
172,Customer_4560,Last_4560,Customer_4560@Email.Com,Tabuk,Standard,4/6/2019 7:41,FALSE,32764
173,Customer_1771,Last_1771,Customer_1771@Email.Com,Khamis Mushait,New,4/6/2019 20:32,FALSE,23910
174,Customer_3642,Last_3642,Customer_3642@Email.Com,Riyadh,Vip,4/7/2019 22:14,FALSE,17088
175,Customer_3342,Last_3342,Customer_3342@Email.Com,Medina,Basic,4/8/2019 11:05,TRUE,43473
176,Customer_2337,Last_2337,Customer_2337@Email.Com,Jeddah,Premium,4/8/2019 23:56,FALSE,33557
177,Customer_3703,Last_3703,Customer_3703@Email.Com,Medina,Standard,4/9/2019 12:47,TRUE,6260
178,Customer_310,Last_310,Customer_310@Email.Com,Dhahran,Basic,4/9/2019 12:47,TRUE,49577
179,Customer_1017,Last_1017,Customer_1017@Email.Com,Dhahran,Premium,4/9/2019 12:47,TRUE,24498
180,Customer_3162,Last_3162,Customer_3162@Email.Com,Jeddah,Basic,4/9/2019 12:47,TRUE,41049
181,Customer_1877,Last_1877,Customer_1877@Email.Com,Arar,Standard,4/9/2019 12:47,TRUE,37589
182,Customer_570,Last_570,Customer_570@Email.Com,Dammam,Standard,4/11/2019 3:21,FALSE,31850
183,Customer_2217,Last_2217,Customer_2217@Email.Com,Tabuk,Standard,4/11/2019 16:12,TRUE,8280
184,Customer_2359,Last_2359,Customer_2359@Email.Com,Mecca,New,4/12/2019 17:54,TRUE,34734
185,Customer_4828,Last_4828,Customer_4828@Email.Com,Jeddah,Vip,4/12/2019 17:54,TRUE,4527
186,Customer_1692,Last_1692,Customer_1692@Email.Com,Yanbu,Basic,4/12/2019 17:54,FALSE,19448
187,Customer_2505,Last_2505,Customer_2505@Email.Com,Mecca,Standard,4/12/2019 17:54,TRUE,24055
188,Customer_2058,Last_2058,Customer_2058@Email.Com,Arar,New,4/13/2019 6:45,TRUE,11188
189,Customer_3892,Last_3892,Customer_3892@Email.Com,Buraidah,Premium,4/13/2019 6:45,TRUE,19169
190,Customer_2132,Last_2132,Customer_2132@Email.Com,Al-Ahsa,Vip,4/13/2019 6:45,FALSE,6795
191,Customer_1532,Last_1532,Customer_1532@Email.Com,Yanbu,Basic,4/13/2019 19:37,TRUE,7085
192,Customer_896,Last_896,Customer_896@Email.Com,Jeddah,Standard,4/15/2019 10:10,TRUE,35911
193,Customer_826,Last_826,Customer_826@Email.Com,Riyadh,Vip,4/15/2019 10:10,FALSE,14947
194,Customer_4239,Last_4239,Customer_4239@Email.Com,Khobar,Premium,4/15/2019 23:01,TRUE,32213
195,Customer_2382,Last_2382,Customer_2382@Email.Com,Jeddah,Standard,4/16/2019 11:52,TRUE,19638
196,Customer_3521,Last_3521,Customer_3521@Email.Com,Riyadh,Standard,4/16/2019 11:52,TRUE,35373
197,Customer_1190,Last_1190,Customer_1190@Email.Com,Tabuk,Premium,4/17/2019 13:34,TRUE,24043
198,Customer_4405,Last_4405,Customer_4405@Email.Com,Tabuk,Basic,4/19/2019 16:59,TRUE,12156
199,Customer_4552,Last_4552,Customer_4552@Email.Com,Arar,Basic,4/20/2019 18:41,TRUE,4808
200,Customer_4634,Last_4634,Customer_4634@Email.Com,Hail,Basic,4/21/2019 7:32,TRUE,11857
201,Customer_134,Last_134,Customer_134@Email.Com,Jeddah,Basic,4/22/2019 9:15,TRUE,27617
202,Customer_2188,Last_2188,Customer_2188@Email.Com,Hail,New,4/22/2019 22:06,TRUE,40459
203,Customer_3624,Last_3624,Customer_3624@Email.Com,Dhahran,Basic,4/22/2019 22:06,TRUE,10472
204,Customer_2758,Last_2758,Customer_2758@Email.Com,Arar,Premium,4/23/2019 23:48,TRUE,4666
205,Customer_2635,Last_2635,Customer_2635@Email.Com,Jubail,Basic,4/25/2019 1:30,TRUE,1834
206,Customer_988,Last_988,Customer_988@Email.Com,Tabuk,Vip,4/25/2019 14:21,FALSE,38829
207,Customer_811,Last_811,Customer_811@Email.Com,Buraidah,Standard,4/26/2019 16:04,TRUE,49005
208,Customer_895,Last_895,Customer_895@Email.Com,Al-Kharj,Vip,4/26/2019 16:04,TRUE,7322
209,Customer_1493,Last_1493,Customer_1493@Email.Com,Dammam,Basic,4/28/2019 6:37,FALSE,48654
210,Customer_4379,Last_4379,Customer_4379@Email.Com,Dhahran,Basic,4/28/2019 6:37,FALSE,4789
211,Customer_312,Last_312,Customer_312@Email.Com,Riyadh,Basic,4/28/2019 19:28,TRUE,41709
212,Customer_3663,Last_3663,Customer_3663@Email.Com,Dammam,Vip,4/29/2019 21:10,TRUE,33397
213,Customer_3931,Last_3931,Customer_3931@Email.Com,Riyadh,Basic,5/1/2019 11:44,FALSE,880
214,Customer_1045,Last_1045,Customer_1045@Email.Com,Mecca,New,5/2/2019 0:35,TRUE,26188
215,Customer_3447,Last_3447,Customer_3447@Email.Com,Qatif,Standard,5/3/2019 2:17,FALSE,3949
216,Customer_1997,Last_1997,Customer_1997@Email.Com,Khobar,Vip,5/3/2019 15:08,TRUE,40254
217,Customer_2733,Last_2733,Customer_2733@Email.Com,Riyadh,Basic,5/5/2019 5:42,TRUE,48754
218,Customer_2779,Last_2779,Customer_2779@Email.Com,Abha,Vip,5/5/2019 18:33,TRUE,11093
219,Customer_634,Last_634,Customer_634@Email.Com,Riyadh,Standard,5/7/2019 9:06,TRUE,40516
220,Customer_2563,Last_2563,Customer_2563@Email.Com,Taif,Vip,5/8/2019 10:49,TRUE,8174
221,Customer_4358,Last_4358,Customer_4358@Email.Com,Najran,Basic,5/8/2019 10:49,TRUE,48259
222,Customer_1058,Last_1058,Customer_1058@Email.Com,Tabuk,Basic,5/8/2019 23:40,TRUE,32956
223,Customer_2788,Last_2788,Customer_2788@Email.Com,Taif,Vip,5/9/2019 12:31,TRUE,39768
224,Customer_2456,Last_2456,Customer_2456@Email.Com,Jubail,New,5/9/2019 12:31,TRUE,27157
225,Customer_3949,Last_3949,Customer_3949@Email.Com,Khobar,New,5/10/2019 1:22,FALSE,18009
226,Customer_4053,Last_4053,Customer_4053@Email.Com,Al-Kharj,Standard,5/10/2019 1:22,TRUE,25582
227,Customer_1975,Last_1975,Customer_1975@Email.Com,Tabuk,New,5/11/2019 15:55,TRUE,12516
228,Customer_1152,Last_1152,Customer_1152@Email.Com,Najran,Premium,5/11/2019 15:55,TRUE,16415
229,Customer_920,Last_920,Customer_920@Email.Com,Riyadh,Basic,5/12/2019 4:46,TRUE,27027
230,Customer_3165,Last_3165,Customer_3165@Email.Com,Khobar,Basic,5/12/2019 4:46,TRUE,4190
231,Customer_2222,Last_2222,Customer_2222@Email.Com,Dammam,New,5/12/2019 4:46,TRUE,37729
232,Customer_43,Last_43,Customer_43@Email.Com,Jubail,Vip,5/12/2019 17:38,TRUE,2482
233,Customer_1070,Last_1070,Customer_1070@Email.Com,Dammam,New,5/13/2019 19:20,FALSE,42585
234,Customer_3606,Last_3606,Customer_3606@Email.Com,Qatif,Premium,5/13/2019 19:20,TRUE,42191
235,Customer_386,Last_386,Customer_386@Email.Com,Dhahran,Basic,5/13/2019 19:20,FALSE,47284
236,Customer_4371,Last_4371,Customer_4371@Email.Com,Jeddah,Standard,5/13/2019 19:20,FALSE,15690
237,Customer_4940,Last_4940,Customer_4940@Email.Com,Khamis Mushait,Premium,5/14/2019 8:11,TRUE,37628
238,Customer_2641,Last_2641,Customer_2641@Email.Com,Abha,New,5/15/2019 22:44,TRUE,10322
239,Customer_2835,Last_2835,Customer_2835@Email.Com,Dhahran,New,5/16/2019 11:35,TRUE,47165
240,Customer_3327,Last_3327,Customer_3327@Email.Com,Arar,Premium,5/17/2019 0:27,TRUE,8601
241,Customer_4740,Last_4740,Customer_4740@Email.Com,Najran,Standard,5/18/2019 2:09,TRUE,27865
242,Customer_4488,Last_4488,Customer_4488@Email.Com,Jubail,New,5/18/2019 2:09,FALSE,6203
243,Customer_3379,Last_3379,Customer_3379@Email.Com,Buraidah,Standard,5/18/2019 2:09,TRUE,1646
244,Customer_102,Last_102,Customer_102@Email.Com,Jubail,Vip,5/20/2019 5:33,TRUE,30172
245,Customer_1884,Last_1884,Customer_1884@Email.Com,Mecca,Standard,5/21/2019 20:07,TRUE,16972
246,Customer_4285,Last_4285,Customer_4285@Email.Com,Tabuk,Premium,5/22/2019 8:58,TRUE,34337
247,Customer_1484,Last_1484,Customer_1484@Email.Com,Dhahran,Basic,5/23/2019 10:40,TRUE,37469
248,Customer_3450,Last_3450,Customer_3450@Email.Com,Medina,Basic,5/23/2019 23:31,TRUE,26769
249,Customer_3469,Last_3469,Customer_3469@Email.Com,Tabuk,Basic,5/24/2019 12:22,TRUE,45048
250,Customer_2892,Last_2892,Customer_2892@Email.Com,Hail,Standard,5/25/2019 1:14,FALSE,16770
